genre,name,price,rank,rating,review_1,review_2,safety,total_review
"Japanese, Asian",Nanbantei,$$ - $$$,6475.0,4.0,“Great Old Time”,“A shame for the Nanbantei name...”,,20
"International, Diner",CookHouse,,6476.0,4.5,“這個聖誕不太冷🎄🥳”,“價錢偏貴”,,3
Japanese,Okashi Land,$$ - $$$,6477.0,4.5,“Convenient”,“辦年貨”,,3
Japanese,Rakuraku (Lee Tung Avenue),$$ - $$$,6478.0,4.5,“Nice new Ramen joint in Wanchai”,“快樂吃拉麵”,,3
"Asian, Singaporean",Singapore Restaurant (Wong Tai Sin),,6479.0,4.5,“Good food!”,“出色又性價比的喇沙！”,,4
,Can.teen (search issues),,6480.0,3.5,“雖然食物和熱奶茶水準一般，但勝在夠熱”,“午餐”,,7
"French, Wine Bar",Fineprint Coffee,,6481.0,4.0,“I am a regular at Fine Print but been...”,“Great coffee place !”,,5
"Italian, American",La Terrazza Bar & Grill,,6482.0,3.5,"“No more visit,thats s...”","“Ok, so the name is Italian”",,24
Chinese,Ding Tai Pickled Fish,,6483.0,4.0,“灣仔一間質素不錯的小店❤️ 還滿滿人情味🥰”,“老壇酸菜魚”,,3
"Asian, Korean",Kim's Bowl,$,6484.0,4.0,“高質韓式便當”,“韓式美食”,,4
Hawaiian,Pololi (Flagship),,6485.0,4.5,“The best spam musubi in hk”,“Super healthy lunch”,,3
Chinese,Lun Gor Private Club (BCC Building),,6486.0,3.5,“超正的雞煲火鍋放題”,“刺身雞煲不錯”,,10
,The Stadium,,6487.0,4.5,“坐得舒適的set lunch”,“玩味十足的美式餐廳”,,3
,Jollibee (Lik Sang Plaza),,6488.0,4.0,“快樂蜂都優惠食”,“外傭聖地”,,6
"French, Cafe",Parc Antique & Lifestyle,,6489.0,4.5,“觀塘隱世歐美風Cafe💕”,“主要係傢私店”,,4
"Asian, Diner",Hai Jing Hai Xian Jiu Jia,,6490.0,4.5,“味道很讚的海鮮酒家”,“好正呀~~~~”,,3
,Chun Yee Thai Restaurant,$,6491.0,4.5,“Great New Restaurant”,“高性價比人氣泰菜”,,3
"Asian, Thai",Wong Chun Chun Thai Restaurant (Jordan Road),$$ - $$$,6492.0,3.5,“Good thai restaurant”,“A Thai Restaurant with reasonable price”,,25
"Asian, Taiwanese",Class Work,,6493.0,4.0,“🌸值得一試的古早味蛋糕🌸”,“經典古早味蛋糕，叮完味道依然好”,,3
,Grove Sandwiches Heung Hoi Mansion,,6494.0,3.5,“Local”,“Small nd Great”,,11
"Asian, Korean",石牆道韓國料理,,6495.0,4.5,“Typical Korean BBQ restaurant”,“好味的韓餐”,,3
Chinese,Liuwanli Restaurant,,6496.0,4.5,“2019-01-18 最後營業”,“港式早餐”,,3
,Ming Kee Restaurant,,6497.0,4.5,“Perfect!”,“食材新鲜”,,4
"Mediterranean, Spanish",Taverna Del Mar,,6498.0,4.0,“Can’t say - this is a private kitchen and...”,“Very nice cozy place and amazing food”,,8
"Steakhouse, European",Steaks Express,,6499.0,4.5,“What a surprise”,“不錯! 可一試”,,4
"Chinese, Asian",Jade Garden (YOHO MALL),$$$$,6500.0,3.5,“Great Food And Service”,“菜很入味”,,8
,Eat Well,$$ - $$$,6501.0,4.0,“Mom's cooking”,“豉油肚同鑲鯪魚好味”,,6
,Good BBQ,,6502.0,4.0,“Best Cantonese Roasted Meats Lunchbox”,“價錢較貴！”,,4
"Chinese, Asian",Choi Hing Lor Lor Hot Pot,,6503.0,4.5,“過年火鍋”,"“🔥生鐵鑊即制湯底火鍋🙊
🥢”",,3
,Da Dalce,$,6504.0,4.0,“生日雪糕”,“手工雪糕”,,4
"Asian, Thai",Waterside Terrace,$$ - $$$,6505.0,3.5,“Excellent curry”,“Amazing curry”,,11
Japanese,Tokyo Yofudo,$$ - $$$,6506.0,3.5,“Popular restaurant in this plaza”,“Amazing Curry Dish”,,10
Thai,Phaya Thai,,6507.0,4.0,“黃埔內一間泰菜❤️”,“好地道嘅冬陰功湯”,,3
,Little Birdy,,6508.0,5.0,“Great value - yummy wings!”,“Chick this out...”,,2
Japanese,Yummy Delight (Port Centre),,6509.0,3.5,“晚餐”,“幾抵食嘅日式烏冬”,,7
,Daniel's Restaurant (Mei Foo),,6510.0,3.5,“抵吃二人套餐”,“黑椒牛扒火腿意粉！”,,7
,Le Velo the Baker,,6511.0,4.5,“Best sandwich and cup of tea in Central”,"“Well, this is a little gem..”",,4
,Choi Lung Restaurant,$,6512.0,4.0,“An Historical Eatery: Don't Forget to...”,“香港風味特色茶樓”,,4
,Loving Hut (Amoy Plaza),,6513.0,4.0,“Interesting concept”,“green monday”,,4
,Outback Steakhouse (Telford Plaza),,6514.0,4.5,“SET LUNCH IS GREAT QPR”,“豐富午餐”,,3
Spanish,Tap Tap,$$ - $$$,6515.0,4.5,“Weird yet wonderful”,“Heart of Pui o”,,3
Mediterranean,Grande,$$ - $$$,6516.0,4.0,“Casual bistro style in Sai Kung”,“nice food in casual location with great...”,,6
Japanese,Naruto Ramen Shop,$$ - $$$,6517.0,4.0,“NARUTO JAPANESE RESTAURANT IN KOWLOON BAY”,“多選擇的LUNCH”,,5
"Chinese, Asian",Xin Ye Lai Chao,,6518.0,4.0,“Good Chiu Chow Food and Hotpot”,“抵食，蟹粥蜆湯皆鮮”,,4
Fast Food,Kun Ji Zhou Pin,,6519.0,3.5,“平價粥品”,“懷舊風情平價市區cheap congee restaurant”,,6
Grill,Grill Cafe,,6520.0,4.0,“great steaks”,“Just another hotel restaurant”,,6
,Sweetology (Festival Walk),,6521.0,3.5,“窩夫感覺不會油膩”,“好滿足嘅下午茶”,,7
,Shodoshima,,6522.0,3.5,“平價好吃服務好”,“朝食”,,10
American,Wing It!,,6523.0,4.0,“Crispy Wings and great choice of sauces”,“混醬雞翼”,,4
"Italian, American",Cafe de Itamomo,$,6524.0,3.5,"“Breakfast, lunch, dinner”",“連狗也不會食的餐廳”,,12
Chinese,Fuk Loi Kui,$$ - $$$,6525.0,4.0,"“... Try the Live Crab, Clams & the signature fresh Chicken, Really Great !!!”",“Amazing seafood and service is fabulous”,,5
"Chinese, Japanese",Centre Street Bar,$$ - $$$,6526.0,3.5,“Great Drinks Great Service”,“Not that cool or hip!”,,10
,Senbadou,,6527.0,4.0,“Uncomfortable dine in”,“不錯的日式料理”,,5
Chinese,Kam Yuet Restaurant,,6528.0,4.0,“必食酸菜魚”,“高質茶記”,,3
Chinese,Pier 88 (The Trend Plaza),,6529.0,3.5,“抵食之選”,“半圍餐方便”,,8
,Greyhound Cafe,,6530.0,3.5,“Wan Chai/causeway bay”,“Thai Fusion”,,16
"Japanese, Sushi",Sushi Take Out - Yuen Long,,6531.0,4.0,“Good value inexpensive sushi take out”,“外賣回家其中一個選擇”,,4
Chinese,Tong Kee Bao Dim,,6532.0,4.0,“Convenient quick bite”,“滿足味雷的芝麻包”,,5
,Mr Laksa,$,6533.0,3.5,“Good Malaysian fare in Hong Kong”,“新馬”,,16
"Japanese, Seafood",Yokohama Streetball,,6534.0,5.0,“比我想像中好”,“藥膳湯底 滋補養生”,,2
Central Asian,Tai Wing Wah Village Cuisine,$$ - $$$,6535.0,3.5,“Excellent Hong Kong food”,“One of the traditional chinese restaurant...”,,9
,Red Thai (Chelsea Heights),,6536.0,4.5,“意想不到如此美味”,“好味泰國菜”,,3
"Japanese, Sushi",Yume Cuisine,,6537.0,4.0,“Nice presentation and high food quality...”,“Seasonal Fusion”,,5
"Cafe, Asian",Little TeaWood Taiwanese Cafe & Restaurant (Hung Hom),,6538.0,4.5,“小丸子期間閒定飲品”,“Nice Lunch”,,3
,Me N U Homemade Fusion,,6539.0,5.0,“Amazing Food and Service”,“Exotic Food Just Around The Corner”,,2
Chinese,Heritage Tea House,$$ - $$$,6540.0,4.0,“A tasteless tea shop ☹️”,“美味的茶＋食店 tea with nice dumplings”,,9
"Steakhouse, Pizza",Sparkling House Seafood & Oyster Bar,$$ - $$$,6541.0,4.5,“近水樓台食好西”,“美味的海解”,,3
,Happy Family Restautant,,6542.0,5.0,“銅鑼灣高質火鍋”,“非常唔錯”,,2
Chinese,Federal Banquet,,6543.0,4.0,"“Delicious food, fresh; very friendly...”",“Good quality of dim sum but bad service”,,4
,Mian Bao Lang(Huangdaxian Shopping Mall),$,6544.0,4.0,“平價連鎖面包店”,“讓人懷念的面包店”,,5
Fast Food,Fairwood (Cheung Hang),,6545.0,4.0,“好餐廳”,“咖哩雞飯”,,4
Fast Food,KFC (Marbella Shopping Centre),,6546.0,3.5,“Excellent grab and go”,“Faster service”,,11
"American, Fusion",KidsKiss Kingdom,$$ - $$$,6547.0,5.0,“放電的樂園”,“設置安全充足的親子餐廳”,,2
,Comes Restaurant,,6548.0,4.5,“適合一大伙人圍著吃”,“做冬晚飯”,,3
Chinese,Sham Tseng Chan Kee Roasted Goose Restaurant (Tsim Sha Tsui),$$ - $$$,6549.0,3.5,“Family visit to Hong Kong”,“Looks can be deceiving”,,7
,Kang Xi Bing Shi,,6550.0,5.0,“Great food”,“One of the best Taiwan noodle in Hong Kong”,,2
Vietnamese,Cafe Hue Vietnamese Restaurant,,6551.0,4.0,“Good Vietnamese place in North Point”,"“Fantastic, hearty, authentic Vietnamese...”",,4
"Asian, Taiwanese",What to Eat,$$ - $$$,6552.0,3.5,“Quite average”,“Taiwanese Cusine”,,13
,Giant Seafood Hot Pot (King Wah Centre),,6553.0,5.0,“超级赞”,“超值任食火鍋”,,2
,Relish Restaurant,$,6554.0,4.0,“幾好味”,“好大好味的米線”,,4
Spanish,Tapas Brew,$$ - $$$,6555.0,4.0,“Evening drinks”,“特色西班牙菜”,,5
"Chinese, Diner",Congee n Noodle,$,6556.0,3.5,“Great noodles”,“An inexpensive place for congee and...”,,8
"Japanese, Sushi",My Sushi,$,6557.0,4.5,“Unbelievably fresh sushi”,“Gem”,,11
,Wan Chuen Siu (Goodrich Shopping Arcade),,6558.0,4.5,“非連鎖米線鋪選擇之一”,“必食： 香茅豬扒”,,5
Chinese,Pak Po Vegetarian Kitchen (Mong Kok),,6559.0,4.5,“有驚喜的齋菜”,“生日晚宴”,,3
Japanese,Genki Sushi (Ma On Shan Plaza),,6560.0,3.5,“Kids love it !”,“會員感謝日8折”,,7
,Sung Sheng Private Home Cuisine,,6561.0,4.5,“母親節私房菜”,“一個美好的晚餐”,,3
,Gobi Desert Xinjiang Restaurant,,6562.0,4.5,“愛羊首選！”,“非常正宗的全羊宴”,,3
,Lun Gor Private Club,,6563.0,5.0,“非常好”,“很開心的一餐”,,2
,Kusu-ya En,$$ - $$$,6564.0,4.0,“Food is not bad !”,“便宜”,,6
Japanese,Nobushi Shochu Bar,,6565.0,5.0,“Cool place for Shochu”,“焼酎バー　焼酎が沢山そろってます。香港で焼酎を飲める店”,,2
Japanese,Japanese Restaurant Suzuki,,6566.0,5.0,“A little Japanese Cuisine gem...”,“正宗懷石料理”,,2
Cafe,Freshness Coffee,$,6567.0,4.5,"“Best coffee in hong kong, a hidden gem!!”",“咖啡很好喝的小店”,,4
"Asian, Thai",Ma Thai,,6568.0,4.5,“驚喜小店@馬泰”,“誠意小店”,,2
"Asian, Korean",Bib n Hops (Brim 28),$$ - $$$,6569.0,3.5,“Great happy hour”,“歡樂時光”,,6
,Macky's,,6570.0,4.5,“Lovely burger joint”,“Not Bad for a Little Joint”,,2
,Cafe de Coral (Tsuen Wan Centre),,6571.0,4.0,“下午茶餐”,“銀針粉早餐”,,5
,Schragels Bagels,,6572.0,4.5,“Bagels on Graham Street!”,“Schragel Bagels new branch on Graham...”,,2
"Cafe, Soups",Souprb,$,6573.0,4.0,“Racist barrista”,"“Tasty, simple food”",,6
International,Ant One K11,$$ - $$$,6574.0,3.5,“Good food at good prices”,“Great Little Breakfast Place”,,17
"Italian, European",il Bel Paese (Discovery Bay),$$ - $$$,6575.0,3.0,“The renovated Il Bel Paese Discovery Bay”,“Poor service after redecoration”,,36
,Austin Lobby,,6576.0,4.5,“很有驚喜的中國菜”,“典型嘅中式小菜菜館”,,4
Chinese,Chung Shan Veggie,,6577.0,4.0,“超值外賣”,“健康素食飯盒”,,3
,Ju You,,6578.0,4.5,“普普通通，不過不失”,“家鄉有心人”,,3
Cafe,Honeymoon Dessert,$$ - $$$,6579.0,3.5,“Good dessert place”,"“Still great, but gone down market”",,7
"Asian, Chinese",Dianxinge Snacks,$,6580.0,4.0,“唔熟”,“平民點心”,,6
British,Bacon And The Bun,$,6581.0,4.5,"“Quick, cheap, delicious!”",“Pretty good Bacon Butty”,,2
"Chinese, Japanese",Banshaolang Barbecue,$$ - $$$,6582.0,3.5,“上菜慢”,“食品款式多”,,14
"American, Cafe",Mcdonald's (Tuen Mun Trend Plaza),,6583.0,3.5,“好失望”,“香烤雞翼套餐”,,9
"Belgian, European",Dumon Chocolatier,,6584.0,4.5,“服務專業的優質朱古力店”,“純香朱古力”,,3
,Yat Palace Dining,,6585.0,4.0,“好吃”,“乾淨又快”,,6
,Sino Receipe,$,6586.0,4.0,“好味”,“街坊好去處”,,5
,Foodeli,,6587.0,4.5,“Youthful energy! Pleasant food court!”,“天氣凍不想出大街”,,2
,Gathering Kitchen,,6588.0,4.5,“Superb Food!”,“Excellent Chinese Roast Foods”,,3
,Steam Cafe (Yat Chau International Plaza),$,6589.0,4.0,“Should Disappear Like Steam: Overpriced...”,“Best Coffee in Hong Kong”,,5
,Yue Ming Yuen Seafood Restaurant,,6590.0,4.0,“Surprisingly good”,“椒鹽鮮魷”,,8
"Asian, Thai",Phovietz,,6591.0,4.5,“馬拉過江龍▪越好越南菜”,“經濟實惠又好味嘅越南嘢”,,2
"Italian, European",Mangiare,$$ - $$$,6592.0,3.5,“Enjoyed the food”,“Always a Special Night”,,25
,Diaoyuweng Roasted Goose And Seafood Restaurant (Double Cove Place),$$ - $$$,6593.0,3.5,“excellent”,“即叫即蒸點心”,,13
"Asian, Korean",Yi Qi Shao Hot Pot Barbecue,,6594.0,4.0,“下午茶餐包任食豆腐花！”,“性價比高”,,5
Chinese,The Chinese Banks' Association Ltd.,,6595.0,4.5,“Reasonable Hairy Crab Dinner”,“秋冬滋補蛇宴”,,2
,Lianxiang Restaurant,,6596.0,4.0,“Typical Hong Kong restuarant”,"“Excellent local seafood, friendly staff”",,8
,Senriya Shokudo,,6597.0,4.0,“和牛鐵板燒”,“Bon petit restaurant japonais”,,5
Japanese,Mugi Tamago,,6598.0,4.0,“高質玉子”,“蛋。。全部都係蛋🥚🥚🥚💛”,,3
Fast Food,Cafe de Coral (W Square),,6599.0,3.5,“The Beef Curry was flavorful and hearty...”,“回味無窮的一哥焗豬扒飯”,,6
Chinese,Shu K,$$ - $$$,6600.0,4.5,“醉人維港景致下 吃個華麗川菜🥢”,“維港景觀 。 一流川粵菜Fine Dining”,,2
Chinese,The Chinese Banks' Association Ltd.,,6601.0,4.5,“Reasonable Hairy Crab Dinner”,“秋冬滋補蛇宴”,,2
,Lianxiang Restaurant,,6602.0,4.0,“Typical Hong Kong restuarant”,"“Excellent local seafood, friendly staff”",,8
,Senriya Shokudo,,6603.0,4.0,“和牛鐵板燒”,“Bon petit restaurant japonais”,,5
Japanese,Mugi Tamago,,6604.0,4.0,“高質玉子”,“蛋。。全部都係蛋🥚🥚🥚💛”,,3
Fast Food,Cafe de Coral (W Square),,6605.0,3.5,“The Beef Curry was flavorful and hearty...”,“回味無窮的一哥焗豬扒飯”,,6
Chinese,Shu K,$$ - $$$,6606.0,4.5,“醉人維港景致下 吃個華麗川菜🥢”,“維港景觀 。 一流川粵菜Fine Dining”,,2
"American, Fast Food",Mr Dog,,6607.0,4.5,“熱狗超正！”,“美味特式熱狗”,,2
Fast Food,Panda Cafe,$$ - $$$,6608.0,3.5,"“the restaurant be very clear,”",“Calling panda lovers!”,,28
"Japanese, Sushi",Setsuei Tezukuri,,6609.0,4.5,“《 黃店外賣速遞 》”,“平民價歎日式飯團”,,2
,Royal Grill Ginji,,6610.0,4.5,“Ok的”,“不同種類的日本料理”,,3
,Cafe de Coral (Wei Ming Centre),,6611.0,4.5,“牛扒早餐”,“派對套餐”,,3
Chinese,Siu Mei Lou Si,,6612.0,4.5,“食到唔停得口嘅燒味”,“燒味平靚正”,,2
Chinese,Shu Restaurant,,6613.0,5.0,“好味又抵食lunch”,“青花椒麻辣火鍋！”,,2
"Chinese, Beijing cuisine",Duckee,$$$$,6614.0,4.5,"“Excellent service, delicious food”",“Excellent dim sum and duck dishes”,,2
Seafood,Happy Seafood Restaurant,,6615.0,4.0,“A Very Long Established Restaurant in...”,“Didn't expect with such quality! nice!”,,5
,Mileson,,6616.0,4.5,“招牌豬扒好食”,“CP值很高的西餐廳”,,3
American,No Milkshake No Life- Morning Queue,$$ - $$$,6617.0,4.5,“A Must Try~!”,“《報復性食飯🤤》”,,2
Central Asian,Qi Xi Zhou Mian Xiao Chu,,6618.0,3.5,“豬膶粥”,“快餐”,,8
"Asian, Vietnamese",Wai Wai Wai,,6619.0,4.0,“亞洲fusion · 圍威喂”,“有特色新開泰菜🥰”,,3
"Asian, Vietnamese",Pho-Tastic,,6620.0,4.5,“隱世的越式味道🤤”,“超值二人套餐”,,2
"Asian, Taiwanese",Chi Cha San Chen,,6621.0,4.5,“過江龍吃茶三千，高質茶讓你嚐鮮”,“文青台式飲品”,,2
,Sofia Vegetarian Restaurant,,6622.0,4.5,“西環一間fusion 素食西餐廳🌿 感覺小清新💚”,“新穎素菜”,,2
"Japanese, Asian",Ye Japan,,6623.0,4.5,“美味的壽喜燒😍”,“旺角食吉列牛”,,2
"American, Cafe",KFC (Tuen Mun),,6624.0,3.5,“永遠出錯單”,“失望而歸的花生醬朱古力新地脆筒”,,17
,Sonne CAD,,6625.0,4.5,“Take a break with a cup of coffee”,“咖啡迷必到的手沖熱點”,,2
,Oliver's Super Sandwiches,,6626.0,4.5,“Great breakfast”,“三文治”,,3
Japanese,Sushi Kou,,6627.0,4.5,“My favorite Japanese sushi set in Hong...”,“Shiny Sushi Set Lunch”,,3
"Asian, Korean",Real Stone Grill,,6628.0,4.0,“Grilled meat with great bang for buck!”,“牛扒$78起 仲有免費小食”,,3
"American, Diner",PizzaStage,,6629.0,4.0,“fine food but closed”,“已結業”,,4
"Japanese, Asian",Gyu-Kaku (Telford Plaza Kowloon Bay),,6630.0,4.0,“試海鮮煎餅”,“日式燒肉不錯的選擇”,,4
,Tam Chai Yunnan Noodles (Nan Fung Plaza),,6631.0,3.5,“Pipping hot quick bite”,“米線”,,7
,Taketora Bamboo,$$ - $$$,6632.0,3.5,“Hokkaido rice slowly cooked in bamboo...”,“Value Japanese Bamboo Rice Set”,,9
,Green River Restaurant (Mei Foo),$,6633.0,3.5,“Fast food”,“港式滋味”,,24
,One Rice Roll Man,$,6634.0,3.5,“One Rice Roll Man no more”,“好一般般”,,14
,Running Chicken,,6635.0,4.0,“服務態度非常差”,“芝士雞煲”,,8
,Hotpot Restaurant,$$ - $$$,6636.0,3.5,“中国と言えば火鍋”,“食材新鮮，服務態度好，價錢還算合理”,,7
"Bar, Pub",Carnival,$$ - $$$,6637.0,4.5,“Carnival in Tsim Sha Tsui”,“A great bar with creative cocktails and...”,,3
,Anzhi Noodle Restaurant,,6638.0,4.0,“非常好吃的沾麵”,“番茄湯好味”,,6
,Kam Kee Cafe,,6639.0,4.0,“掃描QR code的茶餐廳”,“上船捕魚”,,3
Italian,Traders Italian & Asian Dining,,6640.0,4.0,“Great food and fast!”,“Great selection but expensive”,,5
"Chinese, Japanese",Twenty First,,6641.0,4.5,“勁高質手工火鍋放題 廿一前 (荃灣)”,“黑松露牛乳湯底重口味之選”,,2
,Chef's Delights,$,6642.0,4.0,“不錯的加班晚餐”,“健康之選”,,4
,Bauhinia Chinese Restaurant,$$ - $$$,6643.0,4.5,“Dim Sum gor lunch”,“Delicate Dim Sum!”,,6
"French, American",Life Toast,,6644.0,4.5,“$70 for a lunch set!”,“Massive Sichuan Spicy Chicken with...”,,2
,Under Bridge Spicy Crab (Ascot Mansion),,6645.0,4.0,“出かける時は数人で。”,“Abendessen”,,4
Chinese,Luan Chao Yi Tong,,6646.0,4.5,“好夠穫氣”,“亂炒一通，非亂炒”,,3
Chinese,Comma Cafe,$,6647.0,4.0,“黑松露燴飯”,“甜品美味”,,5
Wine Bar,Fizz,,6648.0,4.0,“Ok”,"“Nothing special, bit sleazy.”",,7
Thai,Amazing,$$ - $$$,6649.0,3.5,“Tomyumkung”,“Good Thai food but slow service”,,7
Chinese,The Bloom,,6650.0,4.5,“Great food”,“享受盡在長沙灣，一杯咖啡慢慢嘆”,,2
,Bel Cibo Restaurant,$$ - $$$,6651.0,3.5,“Value for money”,“unacceptable price tag”,,8
"Chinese, Cafe",Red Tea,$,6652.0,3.5,“Cha Chan Teng that satisfy”,“Went to the new store at 500 Nathan Road”,,8
Italian,Pregio by Barista Caffe,,6653.0,4.0,“It's all about the coffee”,"“Very unoriginal ""HK Style"" Italian...”",,7
,Malaiya Restaurant(YingZhang DaSha),$,6654.0,3.5,“Decent local restaurant”,“A neighbourhood eatery”,,8
,Daniel Restaurant,$,6655.0,4.0,“份量非常之多”,“平民美食”,,6
"Asian, Taiwanese",Taiwanese Mazu Lifestyle Noodles,,6656.0,4.5,“90分鐘隨便吃”,“要encore的養生火鍋👍🏻”,,2
,Foo Ho Food Centre,$,6657.0,4.5,“價格大眾化”,“抵食又好味的工廈食堂”,,3
French,La Fete,$$$$,6658.0,4.0,“不錯、下次再來”,“佈置優雅法式小店”,,5
Chinese,Hakka Kitchen,,6659.0,4.5,“唔錯嘅客家菜”,“樸實客家滋味”,,2
"Japanese, Sushi",Sushi Shiawase,,6660.0,4.5,“足料芝士泡菜豚肉鍋烏冬”,“親民價壽司”,,2
,Shamshuipo Restaurant,,6661.0,3.5,“下午茶”,“平價餐廳”,,7
Japanese,Mixit Food,,6662.0,4.5,“火炭工業區外賣小店❤️”,“超抵價瑪斯小食，外賣款款都咁值”,,2
"Bar, British",Hebe 101,$$ - $$$,6663.0,3.5,“GOOD CHEF URGENTLY NEEDED”,“Cozy restaurant with nice burger.”,,37
"Cafe, Asian",Sister Korea Cafe (Tuen Mun),,6664.0,5.0,“新派韓食館”,“芝士部隊鍋”,,2
,Your Restaurant,,6665.0,4.0,“Good food with reasonable price”,“特色小菜館”,,4
"Brazilian, Fast Food",Be-Juiced + Bar,$$ - $$$,6666.0,4.0,"“... something light, healthy and delicious”",“... Large Size Acai bowl which was deli...”,,5
,Xing Kee Restaurant,,6667.0,4.5,“蔗渣嘅價錢釋出燒鵝嘅味道”,“高質粗麵”,,3
"Chinese, Seafood",Foo Lum Fisherman's Wharf Restaurant,$$ - $$$,6668.0,3.5,“Steam fish and bbq pork good but rest are...”,“Standard meal from travel”,,21
,Tong Pak Fu,$$ - $$$,6669.0,3.5,“Very average Chinese restaurant”,“not worth it”,,16
Japanese,Mukia Japan Toast,$,6670.0,4.5,“好食既蜜糖牛油麵包🥯”,“沒想到出奇的好吃”,,3
"Japanese, Asian",Ichiban Japanese Noodles,$$ - $$$,6671.0,3.5,“Great Ramen”,“好吃日本菜”,,16
Healthy,Mr. Tree,,6672.0,4.0,“Fancy playhouse with delicious food yet...”,“冷清的歡樂小天地”,,3
Chinese,Sun Sin Beef Brisket,$$ - $$$,6673.0,3.5,“Curry is fairly good”,“Popular beef brisket place And is not...”,,10
"Asian, Taiwanese",TeaWood Taiwanese Cafe & Restaurant (Kornhill Plaza),,6674.0,4.0,“一般般的茶木”,“唔好以為淨係得多士好味!”,,6
Barbecue,Welcome Food Court,,6675.0,4.0,“The big Balls of Cheung Chau!”,“魚蛋口味很多”,,4
Spanish,Man Tai 47,,6676.0,3.5,“happy hour”,"“Good food, small portion, quite expensive”",,6
"Italian, Pizza",Pizza Express (Maritime Square),$$ - $$$,6677.0,3.5,“Tea time lunch”,“Inconsistent food quality”,,6
,Kong Nam Delicious Restaurant,$$ - $$$,6678.0,3.5,“Dan Dan min and hot n sour soup”,“Best of Shanghai in modest presentation”,,11
,Stone One Restaurant & Bar,,6679.0,5.0,“平民價食高質肉💕小店萬歲”,“大角咀高質'隱世小店”,,2
Japanese,Yoshinoya (Kam Hoi Building),,6680.0,4.0,“Tea time meal deals”,“來這家”,,5
"Asian, Korean",The Joomak,$$ - $$$,6681.0,3.0,“Go someplace else.”,“Not good food and experience”,,80
"Asian, Korean",Blbimbap,$,6682.0,4.0,“. 所以絕對抵食..”,“平價石頭鍋飯”,,5
,Cafe 360 ( Tuen Mun),,6683.0,4.5,“Cafe 360”,“大致都好”,,8
,Gong Guan Shanghainese,$$$$,6684.0,4.5,“HIGH END PRIVATE DINING WITH GOOD SERVICE”,“Very nice private dining!”,,4
"Thai, Diner",Thai Cold City,,6685.0,5.0,“蒜蓉包、生蝦同埋雞翼都好好味!”,“價廉物美泰國菜”,,2
"Cafe, Deli",Asphodeli,,6686.0,5.0,“Amazing food!”,“HK's only truly genuine healthy food!”,,2
Chinese,Cafe Delight,$,6687.0,4.0,“好食的餐廳，可惜已結業”,“親民茶餐廳”,,5
Vietnamese,Favorite Vietnam Restaurant,,6688.0,3.5,“Great Pho”,“True Authentic Vietnamese Food”,,7
"American, Cafe",Cafe 360 (Lions Rise Mall),,6689.0,4.0,“最愛酥皮湯”,“舒舒服服食西餐”,,6
Chinese,Fuyuan Seafood Restaurant,,6690.0,3.5,“Far from satisfactory”,"“Very good, very delicious”",,8
Vietnamese,Favorite Vietnam Restaurant,,6691.0,3.5,“Great Pho”,“True Authentic Vietnamese Food”,,7
"American, Cafe",Cafe 360 (Lions Rise Mall),,6692.0,4.0,“最愛酥皮湯”,“舒舒服服食西餐”,,6
Chinese,Fuyuan Seafood Restaurant,,6693.0,3.5,“Far from satisfactory”,"“Very good, very delicious”",,8
"Bar, Contemporary",Holy Eats,,6694.0,4.5,“Quality!”,“Hidden Gem”,,2
,Sashimi Shop,$$ - $$$,6695.0,4.5,“Best Japanese Food in Kowloon City”,"“Excellent Japanese food, everything is...”",,3
Thai,Kea's Kitchen,,6696.0,5.0,"“Excellent evening ， great venue , good...”",“Unique dining experience on a beautiful...”,,8
"Italian, Cafe",Tasty Fabio,,6697.0,5.0,“A hidden gem in Kwun Tong”,“好有heart嘅餐廳❤”,,2
,Ming General Japanese Sushi Restaurant,,6698.0,3.5,“超級推介雞泡魚干”,“مجموعة الغداء في جزء كبير”,,10
International,New York New York,$$ - $$$,6699.0,4.0,“You like buffets?”,“The year of sheep Chinese New Year...”,,9
"Japanese, Bar",Ottotto,,6700.0,5.0,“一合﹒誠意﹒進入小眾國度”,“別緻清酒吧🍶”,,2
International,Orange Dish,,6701.0,4.5,“Wework sharing dish concept”,“Orange Dish Pop Up”,,2
,FRITES Belgium on Tap  Kowloon Bay,,6702.0,4.5,“Pork Ribs-  tender & comes right off the...”,“ベルギースタイルのバー”,,2
Japanese,Red Object,,6703.0,4.5,“自家鮮茄濃麵”,“精心熬製蕃茄湯，瞬間做到響噹噹”,,2
Japanese,Aoba Japanese Restauran,$$$$,6704.0,3.5,“Fine Dining Place”,“很滿足”,,9
"Japanese, Asian",Tokuoki Beef Shabu (Mong Kok),$$ - $$$,6705.0,3.5,“Hotpot heaven”,“服務態度差，284一位又唔好食”,,10
,Han Sing Sing Korean Cuisine,,6706.0,4.5,“Original Korean at fai prices”,“Traditional Korean Cuisine”,,4
,Greenland Cafe,$,6707.0,4.5,"“Nathan Road, Kowloon Greenland Court...”",“Great place for quick breakfast”,,3
Japanese,Genki Sushi (Fanling),,6708.0,4.0,“好多人排隊”,“迴轉壽司”,,5
,Ming Shi Fu Dessert,,6709.0,4.5,“好味”,“雪糕西瓜盅”,,5
,La'taste Vietnamese Cuisine,$$ - $$$,6710.0,3.5,“Taste of Vietnamese food”,“Had Pho from La' Taste”,,17
